motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr1:157198529-157199029_shuf_1	943	3.46581	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr1:70948719-70949219_shuf_2	1823	3.45917	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr18:80416878-80417378	865	3.40328	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr16:38371685-38372185	786	3.37988	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr10:24548847-24549347_shuf_1	1401	3.37321	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr10:43329956-43330456	506	3.33988	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr13:112511937-112512437_shuf_1	1597	3.32892	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:4577308-4577808	536	3.32345	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr8:96633152-96633652	423	3.30759	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:101244827-101245327_shuf_1	1273	3.30617	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:24999929-25000429_shuf_2	2348	3.25541	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:104842981-104843481_shuf_1	1501	3.20782	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr18:54151149-54151649_shuf_2	2657	3.15121	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr8:97257703-97258203_shuf_2	2232	3.04818	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr8:71137137-71137637_shuf_1	1316	3.02913	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr18:60666679-60667179_shuf_2	2661	2.93853	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr2:103728069-103728569_shuf_2	1889	2.86393	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr4:44016938-44017438	165	2.8106	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr10:107550272-107550772_shuf_2	2330	2.7965	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:29609938-29610438	354	2.75672	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr13:114649129-114649629	699	2.69227	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr6:136416749-136417249_shuf_2	2137	2.65779	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:99891351-99891851_shuf_2	2176	2.6484	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr3:51034099-51034599_shuf_1	1021	2.62823	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr4:132806562-132807062	198	2.59751	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:106959477-106959977	377	2.56466	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr6:125826719-125827219_shuf_2	2132	2.55879	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:17334950-17335450	222	2.52489	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr9:108243078-108243578	475	2.49687	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr9:42938266-42938766	449	2.44009	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr9:64640064-64640564	457	2.43852	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:53839886-53840386	552	2.4218	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:32145483-32145983	543	2.39417	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:95195042-95195542_shuf_2	2392	2.39414	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr15:96173310-96173810	764	2.37857	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:105490725-105491225_shuf_2	2180	2.36959	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr3:90167672-90168172	128	2.36041	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr17:34266307-34266807	818	2.34288	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr18:58822700-58823200	852	2.33723	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:111009338-111009838_shuf_1	1285	2.29716	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr15:103088527-103089027	767	2.23787	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr12:110018190-110018690_shuf_1	1545	2.231	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr14:20884079-20884579	700	2.21759	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:115373881-115374381_shuf_1	1509	2.21212	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chrX:146984102-146984602	492	2.18303	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr12:116305850-116306350	648	2.17523	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr16:33115729-33116229	783	2.1583	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr8:97323993-97324493_shuf_2	2233	2.15526	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:6319200-6319700	340	2.12002	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr3:145253490-145253990	146	2.1099	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:57590458-57590958	556	2.09691	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr2:152650539-152651039_shuf_2	1904	2.09118	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr3:145353762-145354262_shuf_2	1955	2.09031	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:45951563-45952063_shuf_2	2042	2.04373	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:32155989-32156489_shuf_2	2353	2.02602	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr2:77015533-77016033_shuf_1	976	1.99462	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr14:55043396-55043896_shuf_1	1615	1.99196	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr3:104477493-104477993_shuf_2	1946	1.96143	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr6:56190305-56190805_shuf_2	2111	1.95687	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr4:76585118-76585618_shuf_2	1980	1.95606	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr2:34638536-34639036	65	1.91479	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr1:59010621-59011121	13	1.90145	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr8:86146484-86146984_shuf_2	2227	1.89389	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr9:21940047-21940547	443	1.88957	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr16:85214745-85215245	793	1.87203	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr14:57022069-57022569	714	1.86482	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr13:112511937-112512437_shuf_2	2501	1.86462	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:107138557-107139057	254	1.85992	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr2:180447044-180447544	111	1.85981	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr3:145353762-145354262_shuf_1	1051	1.85022	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr14:87869802-87870302_shuf_2	2535	1.83563	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:121049616-121050116	267	1.82035	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr6:34857294-34857794	296	1.80039	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr9:75406567-75407067	465	1.79492	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr3:79383668-79384168_shuf_2	1930	1.76461	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr17:43466516-43467016_shuf_1	1729	1.74624	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr10:69792641-69793141	517	1.73253	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr14:70506760-70507260_shuf_1	1626	1.73204	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr14:70865965-70866465	723	1.72605	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr9:57147431-57147931_shuf_1	1357	1.7171	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:144386181-144386681	283	1.71185	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:61770984-61771484	562	1.70419	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:36132951-36133451	356	1.69193	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr12:27135942-27136442	616	1.68674	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr10:59465793-59466293	512	1.68085	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr13:45622654-45623154_shuf_1	1569	1.6799	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr15:58719279-58719779_shuf_2	2549	1.67896	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:106951863-106952363_shuf_1	1280	1.65434	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr18:13094465-13094965	841	1.64194	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr1:181078664-181079164_shuf_2	1856	1.63856	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr4:134486380-134486880_shuf_1	1104	1.61043	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:71081136-71081636	363	1.59293	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr10:57527583-57528083_shuf_2	2317	1.56606	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr9:122282101-122282601_shuf_1	1390	1.5609	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr8:19995528-19996028	407	1.5348	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:144386181-144386681_shuf_1	1187	1.50709	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:32150816-32151316_shuf_1	1448	1.48913	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr18:78547883-78548383_shuf_2	2672	1.47137	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr15:38999168-38999668	737	1.47053	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr17:91618496-91618996_shuf_1	1744	1.45931	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr10:93128958-93129458	521	1.45858	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:52878839-52879339	360	1.4573	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr14:79702842-79703342	725	1.45315	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr2:157978335-157978835	102	1.43805	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr17:12229954-12230454_shuf_2	2609	1.43726	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr1:80026737-80027237_shuf_1	922	1.4303	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr10:112467640-112468140_shuf_1	1429	1.4224	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:115367838-115368338_shuf_2	2411	1.41585	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr9:102674393-102674893	468	1.41258	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr3:154291292-154291792_shuf_2	1961	1.4036	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr14:55043396-55043896_shuf_2	2519	1.39447	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr15:83139083-83139583_shuf_2	2566	1.39325	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr13:59915597-59916097_shuf_2	2480	1.38733	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:60988818-60989318	560	1.37915	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr2:5220409-5220909_shuf_2	1862	1.36884	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr13:3345623-3346123	652	1.36272	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr19:7626413-7626913_shuf_1	1784	1.35727	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr8:126512498-126512998	438	1.32973	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:144685595-144686095_shuf_1	1190	1.3296	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:65203205-65203705	239	1.32122	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr12:78031163-78031663_shuf_2	2440	1.31918	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr13:94158459-94158959_shuf_1	1586	1.31676	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr15:57638555-57639055_shuf_2	2548	1.30739	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr2:25869094-25869594	59	1.30449	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr4:154282316-154282816_shuf_2	2025	1.29805	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr8:19899369-19899869	405	1.28326	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:68709693-68710193	565	1.28093	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:75460435-75460935	571	1.27648	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr4:151100496-151100996_shuf_2	2019	1.26263	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr17:45884714-45885214	827	1.25676	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr16:14166504-14167004_shuf_1	1682	1.252	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:120781174-120781674_shuf_2	2191	1.24527	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr8:24254794-24255294	409	1.23329	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr1:175901565-175902065	47	1.22843	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:138568413-138568913	391	1.2216	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr8:26727273-26727773_shuf_1	1314	1.21959	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr3:84607840-84608340_shuf_1	1028	1.21653	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:104842981-104843481_shuf_2	2405	1.2151	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr12:41693214-41693714	621	1.2116	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:86476946-86477446	576	1.2035	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr15:22324756-22325256_shuf_2	2539	1.20243	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr6:72229419-72229919_shuf_2	2117	1.19958	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr4:76585118-76585618_shuf_1	1076	1.19825	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr4:42890553-42891053_shuf_2	1971	1.1811	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr12:116856335-116856835	649	1.17855	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:75759796-75760296_shuf_2	2052	1.17123	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:149571620-149572120_shuf_2	2209	1.16669	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:104483854-104484354	252	1.15697	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr2:78556314-78556814	73	1.14828	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr13:16612365-16612865	655	1.14432	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr2:112350165-112350665	85	1.14054	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr13:23643343-23643843	657	1.14039	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:148976464-148976964_shuf_2	2207	1.13408	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr10:76673547-76674047_shuf_2	2327	1.13175	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:75759796-75760296_shuf_1	1148	1.12891	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr10:107550272-107550772_shuf_1	1426	1.12792	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr4:33073878-33074378	160	1.12618	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr17:56074303-56074803_shuf_2	2640	1.11645	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr12:32992412-32992912_shuf_2	2426	1.1074	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr9:66763904-66764404_shuf_2	2269	1.10529	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:96888620-96889120	249	1.09474	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr19:17397729-17398229_shuf_2	2693	1.09401	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr6:124614274-124614774	322	1.09382	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr11:6194549-6195049	537	1.08789	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr6:57695285-57695785	306	1.0859	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr5:33616212-33616712_shuf_1	1132	1.08406	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr17:43228229-43228729	824	1.08234	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr13:109080650-109081150_shuf_2	2498	1.08065	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr6:38866491-38866991_shuf_1	1204	1.07484	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr16:3349853-3350353	768	1.0741	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr13:94151184-94151684	681	1.07268	tp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr19:45434963-45435463_shuf_1	1799	1.07036	fp
JASPAR2018_CORE_non-redundant.meme	MA1194.1	AT3G10580	chr7:28233709-28234209	351	1.06901	tp
#
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chrX:68727375-68727875	489	220.808	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr5:115468248-115468748	259	209.698	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr10:60585889-60586389	514	149.977	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr1:157198529-157199029_shuf_1	943	119.103	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr11:61770984-61771484_shuf_2	2370	109.864	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr12:112796792-112797292	644	78.2016	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr11:95195042-95195542	584	75.6555	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr2:103797832-103798332	82	49.7108	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr3:138480014-138480514_shuf_1	1048	41.4161	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr9:42909936-42910436	448	40.3728	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr4:118862379-118862879_shuf_2	1993	40.2793	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr6:34857294-34857794_shuf_1	1200	38.7331	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr12:80009667-80010167_shuf_2	2441	37.8525	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr6:57695285-57695785	306	35.588	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr10:60612188-60612688	515	35.4674	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr13:56459264-56459764_shuf_2	2476	31.7104	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr13:3866264-3866764_shuf_2	2462	24.9323	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr19:42304737-42305237_shuf_2	2699	22.6547	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr17:48438405-48438905_shuf_1	1735	22.154	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr9:108243078-108243578	475	20.2088	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr13:94151184-94151684	681	18.9332	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr5:77087235-77087735	245	17.6001	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr17:24339800-24340300_shuf_1	1710	17.4044	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr6:137689404-137689904_shuf_2	2138	16.8925	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr4:128724867-128725367_shuf_1	1097	16.8422	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr13:54345920-54346420	667	15.7506	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr11:53839886-53840386	552	15.6505	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr15:56455062-56455562	739	15.2342	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr7:106951863-106952363_shuf_2	2184	15.1319	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr1:175901565-175902065_shuf_1	951	14.9011	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr6:121187423-121187923_shuf_2	2129	14.7786	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr15:34829703-34830203	733	13.8127	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr9:98389941-98390441	467	13.3926	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr17:25039617-25040117_shuf_2	2616	13.3403	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr15:76083898-76084398_shuf_2	2556	12.8166	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr17:43228229-43228729_shuf_2	2632	12.5406	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr10:24548847-24549347_shuf_1	1401	12.4856	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr11:87563493-87563993	578	12.4463	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr17:29575282-29575782	815	12.1314	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr6:125826719-125827219	324	11.9177	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr9:122282101-122282601_shuf_1	1390	11.8941	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr16:85214745-85215245	793	11.8054	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr11:4123201-4123701	534	11.7686	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr13:59915597-59916097	672	11.7004	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr13:112837036-112837536	695	11.6728	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr9:44096484-44096984_shuf_2	2258	11.4392	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr19:5726887-5727387	871	11.069	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr4:62177551-62178051	171	10.8913	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr4:9588076-9588576	156	10.8687	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr15:80573348-80573848_shuf_2	2562	10.6701	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr6:34857294-34857794	296	10.6602	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr11:86427474-86427974	575	10.6353	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr10:43329956-43330456	506	10.6193	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr1:157198529-157199029	39	10.5429	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr16:44265652-44266152	787	10.4774	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr19:5841545-5842045_shuf_2	2680	10.3081	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr2:25869094-25869594_shuf_2	1867	10.2793	fp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr2:180447044-180447544	111	10.0046	tp
JASPAR2018_CORE_non-redundant.meme	MA1196.1	At5g05790	chr3:100351338-100351838	134	9.78719	tp
